traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,07:00-07:30,07:20-07:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,18:00-18:30,18:25-18:55,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Presidio,"[37.7516, -122.4482]","[37.7989, -122.4662]",4.8,25,09:00-09:30,09:25-09:55,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,Presidio,university,"[37.7989, -122.4662]","[37.7793, -122.4193]",3.5,20,13:00-13:30,13:20-13:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,Financial District,"[37.7516, -122.4482]","[37.7946, -122.3999]",5.0,30,06:30-07:00,07:00-07:30,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,Financial District,Golden Gate Park,"[37.7946, -122.3999]","[37.7694, -122.4862]",5.2,30,17:00-17:30,17:30-18:00,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7516, -122.4482]","[37.7793, -122.4193]",3.5,20,11:00-11:30,11:20-11:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,university,Union Square,"[37.7793, -122.4193]","[37.788, -122.4075]",1.2,10,13:00-13:30,13:10-13:40,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",hiking,Union Square,Lands End,"[37.788, -122.4075]","[37.7802, -122.5117]",6.8,35,09:30-10:00,10:05-10:35,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,08:30-09:00,08:50-09:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,14:00-14:30,14:25-14:55,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7516, -122.4482]","[37.7793, -122.4193]",3.5,20,10:30-11:00,10:50-11:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Presidio,"[37.7793, -122.4193]","[37.7989, -122.4662]",3.8,20,16:30-17:00,16:50-17:20,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,Financial District,"[37.7516, -122.4482]","[37.7946, -122.3999]",5.0,30,08:00-08:30,08:30-09:00,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,Financial District,Union Square,"[37.7946, -122.3999]","[37.788, -122.4075]",0.7,5,11:30-12:00,11:35-12:05,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,Union Square,university,"[37.788, -122.4075]","[37.7793, -122.4193]",1.1,10,13:30-14:00,13:40-14:10,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Lands End,"[37.7793, -122.4193]","[37.7802, -122.5117]",5.5,30,17:30-18:00,18:00-18:30,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,09:30-10:00,09:50-10:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,15:30-16:00,15:55-16:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7516, -122.4482]","[37.7793, -122.4193]",3.5,20,07:00-07:30,07:20-07:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Golden Gate Park,"[37.7793, -122.4193]","[37.7694, -122.4862]",4.5,25,14:30-15:00,14:55-15:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,Financial District,"[37.7516, -122.4482]","[37.7946, -122.3999]",5.0,30,08:30-09:00,09:00-09:30,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,Financial District,Union Square,"[37.7946, -122.3999]","[37.788, -122.4075]",0.7,5,12:30-13:00,12:35-13:05,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,Union Square,university,"[37.788, -122.4075]","[37.7793, -122.4193]",1.1,10,14:30-15:00,14:40-15:10,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Presidio,"[37.7793, -122.4193]","[37.7989, -122.4662]",3.8,20,18:30-19:00,18:50-19:20,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,10:30-11:00,10:50-11:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,16:30-17:00,16:55-17:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7516, -122.4482]","[37.7793, -122.4193]",3.5,20,09:00-09:30,09:20-09:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Golden Gate Park,"[37.7793, -122.4193]","[37.7694, -122.4862]",4.5,25,15:30-16:00,15:55-16:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,Financial District,"[37.7516, -122.4482]","[37.7946, -122.3999]",5.0,30,07:30-08:00,08:00-08:30,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,Financial District,Union Square,"[37.7946, -122.3999]","[37.788, -122.4075]",0.7,5,14:30-15:00,14:35-15:05,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,Union Square,university,"[37.788, -122.4075]","[37.7793, -122.4193]",1.1,10,16:30-17:00,16:40-17:10,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Presidio,"[37.7793, -122.4193]","[37.7989, -122.4662]",3.8,20,19:30-20:00,19:50-20:20,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,11:30-12:00,11:50-12:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,17:30-18:00,17:55-18:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7516, -122.4482]","[37.7793, -122.4193]",3.5,20,08:00-08:30,08:20-08:50,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Golden Gate Park,"[37.7793, -122.4193]","[37.7694, -122.4862]",4.5,25,16:30-17:00,16:55-17:25,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,Financial District,"[37.7516, -122.4482]","[37.7946, -122.3999]",5.0,30,09:00-09:30,09:30-10:00,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,Financial District,Union Square,"[37.7946, -122.3999]","[37.788, -122.4075]",0.7,5,15:30-16:00,15:35-16:05,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",school,Union Square,university,"[37.788, -122.4075]","[37.7793, -122.4193]",1.1,10,17:30-18:00,17:40-18:10,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",recreation,university,Lands End,"[37.7793, -122.4193]","[37.7802, -122.5117]",5.5,30,19:30-20:00,20:00-20:30,10,30
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",work,home,SoMa,"[37.7516, -122.4482]","[37.7786, -122.414]",3.8,20,12:30-13:00,12:50-13:20,0,10
1,18-25,student,$50K - $75K,"flexible for late dropoff, but inflexible for early pickup",shopping,SoMa,Stonestown Galleria,"[37.7786, -122.414]","[37.73, -122.475]",6.0,25,18:30-19:00,18:55-19:25,10,30
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.749, -122.4339]","[37.7694, -122.4862]",3.5,15,09:00-09:30,09:15-09:45,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.749, -122.4339]","[37.7881, -122.4075]",4.0,20,11:00-11:30,11:20-11:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.749, -122.4339]","[37.7802, -122.5132]",5.5,25,07:00-07:30,07:25-07:55,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,Financial District,"[37.749, -122.4339]","[37.7941, -122.4078]",4.5,25,08:00-08:30,08:25-08:55,0,0
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Presidio,"[37.749, -122.4339]","[37.7989, -122.4662]",4.2,20,10:00-10:30,10:20-10:50,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.749, -122.4339]","[37.728, -122.475]",3.5,15,13:00-13:30,13:15-13:45,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Dolores Park,"[37.749, -122.4339]","[37.7596, -122.4269]",1.5,10,15:00-15:30,15:10-15:40,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,SoMa,"[37.749, -122.4339]","[37.7786, -122.4184]",3.0,20,07:30-08:00,07:50-08:20,0,0
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Crissy Field,"[37.749, -122.4339]","[37.8043, -122.4662]",5.0,25,12:00-12:30,12:25-12:55,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Chinatown,"[37.749, -122.4339]","[37.7941, -122.4078]",4.5,25,14:00-14:30,14:25-14:55,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Twin Peaks,"[37.749, -122.4339]","[37.7544, -122.4477]",1.8,10,06:30-07:00,06:40-07:10,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Westfield San Francisco Centre,"[37.749, -122.4339]","[37.7844, -122.4078]",4.0,20,16:00-16:30,16:20-16:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Mission Dolores Park,"[37.749, -122.4339]","[37.7596, -122.4269]",1.5,10,18:00-18:30,18:10-18:40,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,Financial District,"[37.749, -122.4339]","[37.7941, -122.4078]",4.5,25,07:00-07:30,07:25-07:55,0,0
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Mount Sutro,"[37.749, -122.4339]","[37.7599, -122.4505]",2.0,15,09:30-10:00,09:45-10:15,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Baker Beach,"[37.749, -122.4339]","[37.7936, -122.4835]",5.0,25,11:00-11:30,11:25-11:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Haight Street,"[37.749, -122.4339]","[37.7693, -122.448]",2.5,15,13:30-14:00,13:45-14:15,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Ocean Beach,"[37.749, -122.4339]","[37.7597, -122.5105]",5.5,25,10:30-11:00,10:55-11:25,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Fillmore Street,"[37.749, -122.4339]","[37.7879, -122.4331]",3.0,20,12:00-12:30,12:20-12:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Glen Canyon Park,"[37.749, -122.4339]","[37.7334, -122.4395]",2.5,15,08:00-08:30,08:15-08:45,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Alamo Square,"[37.749, -122.4339]","[37.7764, -122.4346]",2.0,10,14:00-14:30,14:10-14:40,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Japantown,"[37.749, -122.4339]","[37.7855, -122.4292]",2.5,15,15:00-15:30,15:15-15:45,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Aquatic Park,"[37.749, -122.4339]","[37.8067, -122.423]",4.5,25,16:30-17:00,16:55-17:25,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Bernal Heights Park,"[37.749, -122.4339]","[37.7435, -122.413]",2.0,10,08:30-09:00,08:40-09:10,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Mission District,"[37.749, -122.4339]","[37.7595, -122.4148]",2.0,10,17:00-17:30,17:10-17:40,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Yerba Buena Gardens,"[37.749, -122.4339]","[37.7858, -122.403]",4.0,20,19:00-19:30,19:20-19:50,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Mount Davidson,"[37.749, -122.4339]","[37.7384, -122.4547]",3.0,15,07:30-08:00,07:45-08:15,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Castro District,"[37.749, -122.4339]","[37.7609, -122.435]",1.5,10,18:30-19:00,18:40-19:10,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Sutro Baths,"[37.749, -122.4339]","[37.7793, -122.5138]",5.5,25,09:00-09:30,09:25-09:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Corona Heights Park,"[37.749, -122.4339]","[37.7641, -122.4391]",1.5,10,06:00-06:30,06:10-06:40,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Ferry Building,"[37.749, -122.4339]","[37.7955, -122.3937]",5.0,25,11:30-12:00,11:55-12:25,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Fort Mason,"[37.749, -122.4339]","[37.8065, -122.4316]",4.5,25,10:00-10:30,10:25-10:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Fort Funston,"[37.749, -122.4339]","[37.7086, -122.5011]",6.0,30,07:00-07:30,07:30-08:00,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.749, -122.4339]","[37.7881, -122.4075]",4.0,20,13:00-13:30,13:20-13:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.749, -122.4339]","[37.7694, -122.4862]",3.5,15,14:30-15:00,14:45-15:15,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.749, -122.4339]","[37.7802, -122.5132]",5.5,25,08:30-09:00,08:55-09:25,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.749, -122.4339]","[37.728, -122.475]",3.5,15,16:30-17:00,16:45-17:15,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Presidio,"[37.749, -122.4339]","[37.7989, -122.4662]",4.2,20,09:30-10:00,09:50-10:20,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Twin Peaks,"[37.749, -122.4339]","[37.7544, -122.4477]",1.8,10,07:00-07:30,07:10-07:40,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Westfield San Francisco Centre,"[37.749, -122.4339]","[37.7844, -122.4078]",4.0,20,10:00-10:30,10:20-10:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Dolores Park,"[37.749, -122.4339]","[37.7596, -122.4269]",1.5,10,11:30-12:00,11:40-12:10,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Mount Sutro,"[37.749, -122.4339]","[37.7599, -122.4505]",2.0,15,08:00-08:30,08:15-08:45,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Chinatown,"[37.749, -122.4339]","[37.7941, -122.4078]",4.5,25,13:30-14:00,13:55-14:25,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Baker Beach,"[37.749, -122.4339]","[37.7936, -122.4835]",5.0,25,09:00-09:30,09:25-09:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Glen Canyon Park,"[37.749, -122.4339]","[37.7334, -122.4395]",2.5,15,07:30-08:00,07:45-08:15,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Haight Street,"[37.749, -122.4339]","[37.7693, -122.448]",2.5,15,15:30-16:00,15:45-16:15,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Ocean Beach,"[37.749, -122.4339]","[37.7597, -122.5105]",5.5,25,17:00-17:30,17:25-17:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Mount Davidson,"[37.749, -122.4339]","[37.7384, -122.4547]",3.0,15,08:00-08:30,08:15-08:45,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Fillmore Street,"[37.749, -122.4339]","[37.7879, -122.4331]",3.0,20,11:00-11:30,11:20-11:50,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Alamo Square,"[37.749, -122.4339]","[37.7764, -122.4346]",2.0,10,18:30-19:00,18:40-19:10,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Bernal Heights Park,"[37.749, -122.4339]","[37.7435, -122.413]",2.0,10,06:00-06:30,06:10-06:40,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Castro District,"[37.749, -122.4339]","[37.7609, -122.435]",1.5,10,12:30-13:00,12:40-13:10,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Crissy Field,"[37.749, -122.4339]","[37.8043, -122.4662]",5.0,25,09:30-10:00,09:55-10:25,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Corona Heights Park,"[37.749, -122.4339]","[37.7641, -122.4391]",1.5,10,07:00-07:30,07:10-07:40,30,20
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Ferry Building,"[37.749, -122.4339]","[37.7955, -122.3937]",5.0,25,10:00-10:30,10:25-10:55,20,10
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Fort Mason,"[37.749, -122.4339]","[37.8065, -122.4316]",4.5,25,11:00-11:30,11:25-11:55,30,15
2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Fort Funston,"[37.749, -122.4339]","[37.7086, -122.5011]",6.0,30,08:30-09:00,09:00-09:30,30,20
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5
3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5
